iter	Logloss
561	0.2047927533
562	0.2045739681
563	0.2041868565
564	0.2038386813
565	0.2033810894
566	0.2027687106
567	0.2021940244
568	0.2017311049
569	0.201660015
570	0.2015925766
571	0.2013910568
572	0.2012915406
573	0.2005927194
574	0.2003596913
575	0.2001846019
576	0.1999791812
577	0.1998702107
578	0.1991711568
579	0.19894535
580	0.1986059314
581	0.1983094701
582	0.1980975186
583	0.1976744945
584	0.1973245079
585	0.1972015234
586	0.1967355082
587	0.1962773872
588	0.1958415584
589	0.1955776244
590	0.1952805837
591	0.1948166982
592	0.1944258837
593	0.1943902184
594	0.19422762
595	0.1937351594
596	0.1930078764
597	0.1923726593
598	0.1922564457
599	0.192038353
600	0.1916565623
601	0.1913848061
602	0.1911475765
603	0.1907296691
604	0.1903547727
605	0.1902781127
606	0.1896322871
607	0.1890585258
608	0.1889969565
609	0.188858688
610	0.1884089404
611	0.1878904215
612	0.1877268556
613	0.1875552104
614	0.1872404987
615	0.1870849
616	0.1867904529
617	0.1863534429
618	0.1859026799
619	0.1856674767
620	0.1855270773
621	0.1852625914
622	0.1850544795
623	0.1849807126
624	0.1848038694
625	0.1841421376
626	0.183916146
627	0.1836719603
628	0.1834407625
629	0.1832396691
630	0.1830672617
631	0.1828106179
632	0.1824625734
633	0.1820361935
634	0.1819300128
635	0.1817831793
636	0.1815280866
637	0.1813783523
638	0.1810137523
639	0.1806535874
640	0.1805698198
641	0.180527536
642	0.1804721534
643	0.1802208246
644	0.1799897579
645	0.1798527146
646	0.179487537
647	0.1794748352
648	0.1790528597
649	0.1787944386
650	0.1786882246
651	0.1783719383
652	0.1782661213
653	0.1780357785
654	0.1775892841
655	0.1775401371
656	0.1772835159
657	0.1771752811
658	0.1767198509
659	0.1766026634
660	0.17659089
661	0.1765504637
662	0.1762779445
663	0.1759849577
664	0.1756243342
665	0.1753868925
666	0.1749914903
667	0.1745483329
668	0.1741168554
669	0.1738954107
670	0.1736954532
671	0.1734268524
672	0.1733260913
673	0.1730415441
674	0.1727755544
675	0.1725775384
676	0.1724595321
677	0.1724123868
678	0.1723012648
679	0.1721003978
680	0.1719498069
681	0.1716089126
682	0.1714226251
683	0.1712540267
684	0.171174602
685	0.1709554333
686	0.1708881417
687	0.1702052577
688	0.1701273782
689	0.1700322447
690	0.169832346
691	0.1695588607
692	0.1694385885
693	0.1693121296
694	0.1692246279
695	0.1688853909
696	0.1688481268
697	0.168776297
698	0.1686304797
699	0.1685736159
700	0.1685308625
701	0.1685026714
702	0.1682846243
703	0.1679440394
704	0.167703182
705	0.1671189053
706	0.1666305125
707	0.1664097237
708	0.1663186085
709	0.1659538673
710	0.1658829798
711	0.1658555789
712	0.1657912971
713	0.1655999061
714	0.1654866569
715	0.1654447579
716	0.1650525777
717	0.1648552307
718	0.1646569207
719	0.1644775826
720	0.1639717496
721	0.163726674
722	0.1636266826
723	0.1632610945
724	0.1630505008
725	0.1625951899
726	0.1624488507
727	0.1622275849
728	0.1621026871
729	0.161891094
730	0.1616528008
731	0.1614987466
732	0.1614465635
733	0.1609667717
734	0.1606940176
735	0.1605402459
736	0.1603298855
737	0.1597108858
738	0.1591327934
739	0.1590741579
740	0.1589584147
741	0.1587099551
742	0.1585456
743	0.1584402355
744	0.1581402617
745	0.1576755895
746	0.1571810462
747	0.1566042446
748	0.1565010356
749	0.1563998424
750	0.1562771224
751	0.1558958547
752	0.1557238376
753	0.1556533547
754	0.1555980558
755	0.1553306741
756	0.1551623477
757	0.1549911885
758	0.1545402124
759	0.1544057075
760	0.1543432738
761	0.1542797712
762	0.1541523728
763	0.1540815219
764	0.1535381192
765	0.1534902091
766	0.1534611281
767	0.1531222811
768	0.1530512476
769	0.1528101363
770	0.1521522873
771	0.151884432
772	0.1513549649
773	0.1513008543
774	0.1511487767
775	0.1508798971
776	0.1506208114
777	0.1505324444
778	0.1504412315
779	0.1502500319
780	0.1497992391
781	0.1495001974
782	0.1494422535
783	0.1493096798
784	0.1492875695
785	0.1492343448
786	0.1490793799
787	0.1486892852
788	0.1484513595
789	0.1481470258
790	0.1480375147
791	0.1477715882
792	0.1474030621
793	0.1473338536
794	0.1472731674
795	0.1472190265
796	0.1471662742
797	0.1469566251
798	0.1467672424
799	0.1467432041
800	0.146392134
801	0.1462518482
802	0.1461675615
803	0.1461266931
804	0.1458260673
805	0.1456785903
806	0.1454350564
807	0.1452010441
808	0.1451654346
809	0.1450454284
810	0.1449202934
811	0.1447615545
812	0.1445840905
813	0.1445469735
814	0.1444803902
815	0.1439588769
816	0.1437952106
817	0.1437787668
818	0.143318007
819	0.1431752021
820	0.1430548141
821	0.1430353413
822	0.142896655
823	0.1425056602
824	0.1424604184
825	0.1424200281
826	0.1423770403
827	0.1423140268
828	0.1420632592
829	0.1420396435
830	0.1417625035
831	0.1416912267
832	0.1416404585
833	0.1415294476
834	0.1415202709
835	0.1413591556
836	0.1410011097
837	0.1407341253
838	0.1406443395
839	0.1406042374
840	0.1405124468
841	0.1404157726
842	0.1401709028
843	0.1401327515
844	0.1396613695
845	0.13958789
846	0.1394048768
847	0.139213986
848	0.1388557601
849	0.1384638826
850	0.1381636249
851	0.13806646
852	0.1378551985
853	0.1377078882
854	0.1376431951
855	0.1375406821
856	0.1373350316
857	0.1372353922
858	0.1371216561
859	0.1370681351
860	0.1369583448
861	0.136817663
862	0.1366516619
863	0.1361887148
864	0.136151254
865	0.1356892195
866	0.1356062649
867	0.1353769923
868	0.1351662692
869	0.1351498758
870	0.1350038123
871	0.134946408
872	0.1349021516
873	0.1347511909
874	0.1345375357
875	0.1344164987
876	0.1343050018
877	0.134243988
878	0.1340262139
879	0.1339482127
880	0.1338041948
881	0.1337956527
882	0.1334169796
883	0.1333357721
884	0.1332873586
885	0.1332187506
886	0.1330363439
887	0.1329929315
888	0.1324558098
889	0.1321075898
890	0.131795607
891	0.1314800804
892	0.1312907597
893	0.1310788478
894	0.1309381069
895	0.1309071042
896	0.130604041
897	0.130597079
898	0.1303849545
899	0.1303457503
900	0.1303299797
901	0.1301408286
902	0.1299415367
903	0.1296921651
904	0.1296175644
905	0.1294101389
906	0.1293689275
907	0.129245835
908	0.129039753
909	0.1290041088
910	0.1289260884
911	0.1287407439
912	0.1285333605
913	0.1284281299
914	0.1283056822
915	0.1281590584
916	0.1280392057
917	0.127998047
918	0.1279370747
919	0.1274404354
920	0.1274200227
921	0.1273328735
922	0.1271893206
923	0.1268378658
924	0.1267397981
925	0.1266636147
926	0.1266465703
927	0.1264569371
928	0.1263673544
929	0.1259654781
930	0.1258609265
931	0.1256672994
932	0.1254946017
933	0.1254044202
934	0.1252772251
935	0.125112231
936	0.1248857795
937	0.1247126341
938	0.1246361661
939	0.1245591043
940	0.124466561
941	0.1243262144
942	0.1239858368
943	0.1238056727
944	0.1237808992
945	0.1236622095
946	0.1234911886
947	0.1234585483
948	0.1234151586
949	0.1231141323
950	0.1229633142
951	0.1229270091
952	0.1226935998
953	0.1226775274
954	0.1225873462
955	0.1224993
956	0.122484186
957	0.1224444558
958	0.1222190856
959	0.1221560076
960	0.1220593632
961	0.1219912952
962	0.121796208
963	0.121740953
964	0.1215557694
965	0.1213744228
966	0.1212757331
967	0.1212533397
968	0.1210619263
969	0.121031792
970	0.1210052364
971	0.1209333392
972	0.120822998
973	0.1207622183
974	0.1205237166
975	0.1204329396
976	0.1203005311
977	0.1202245413
978	0.1201568346
979	0.1200433891
980	0.1198261837
981	0.1197517918
982	0.1196600349
983	0.1196281466
984	0.1195736395
985	0.1193516925
986	0.1191682
987	0.119002653
988	0.1188363446
989	0.1187713687
990	0.1185173638
991	0.1183177892
992	0.1181912967
993	0.1180087944
994	0.1178247627
995	0.1177937302
996	0.1177233365
997	0.1176138312
998	0.1173859635
999	0.1173229525
